
File name,Above stego threshold?,Secret message size in bytes (ignore for clean files),Primary Sets,Chi Square,Sample Pairs,RS analysis,Fusion (mean)
mario_dokument.bmp,true,552313,NaN,0.014992483931561919,0.6358890872185712,0.6435835281621491,0.4314883664374274
mario_wiad.bmp,false,21509,0.021257499663267697,0.0,0.019973486703324744,0.0259827191373253,0.016803426375979435
mario_wiad3.bmp,false,22036,0.021713206003909295,0.0,0.020564251170320774,0.026584814776425752,0.017215567987663955
mario_wiad2.bmp,false,21930,0.021628186815898575,0.0,0.020428439946298334,0.026472190222511932,0.01713220424617721
